onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	16.902	2_false_affirm	0.0	n/a	Ned is slower than Max	Max is slower than Sam	Sam is slower than Rob	Sam is slower than Ned	Ned_2_false_affirm.wav
16.902	11.956	2_false_affirm	1.0	2.705	Nat is smaller than Rex	Rex is smaller than Bud	Bud is smaller than Doc	Doc is smaller than Nat	Nat_3_false_affirm.wav
28.858	3.897	control	1.0	0.608	n/a	n/a	n/a	n/a	n/a
32.755	11.308	2_true_affirm	1.0	2.39	Abe is taller than Ben	Ben is taller than Edd	Edd is taller than Fay	Abe is taller than Edd	Abe_2_true_affirm.wav
44.063	13.645	2_true_negate	0.0	3.917	Tai is shorter than Rex	Rex is shorter than Van	Van is shorter than Sol	Sol is not shorter than Tai	Tai_3_true_negate.wav
57.708	10.819	2_true_affirm	1.0	1.979	Lex is shorter than Jon	Jon is shorter than Moe	Moe is shorter than Nat	Lex is shorter than Nat	Lex_3_true_affirm.wav
68.527	3.554	control	1.0	0.657	n/a	n/a	n/a	n/a	n/a
72.081	11.992	2_true_affirm	1.0	2.3409999999999997	Don is younger than Lee	Lee is younger than Mac	Mac is younger than Tom	Don is younger than Mac	Don_2_true_affirm.wav
84.073	4.196000000000001	control	1.0	0.551	n/a	n/a	n/a	n/a	n/a
88.26899999999999	3.7760000000000002	control	1.0	0.507	n/a	n/a	n/a	n/a	n/a
92.045	12.243	2_false_negate	0.0	2.501	Bee is younger than Ted	Ted is younger than Rae	Rae is younger than Jon	Bee is not younger than Jon	Bee_3_false_negate.wav
104.288	12.517000000000001	2_true_affirm	0.0	2.8689999999999998	Ebb is bigger than Pit	Pit is bigger than Ann	Ann is bigger than Ebb	Ebb is bigger than Ann	Ebb_2_true_affirm.wav
116.805	4.269	control	1.0	0.562	n/a	n/a	n/a	n/a	n/a
121.074	11.612	2_true_affirm	1.0	2.362	Jep is older than Nan	Nan is older than Lem	Lem is older than Sue	Jep is older than Sue	Jep_3_true_affirm.wav
132.686	3.575	control	1.0	0.5710000000000001	n/a	n/a	n/a	n/a	n/a
136.261	12.203	2_false_negate	1.0	2.8789999999999996	Dre is faster than Sue	Sue is faster than Ike	Ike is faster than Don	Dre is not faster than Ike	Dre_2_false_negate.wav
148.464	11.252	2_false_affirm	1.0	2.335	Don is bigger than Abe	Abe is bigger than Pam	Pam is bigger than Rex	Pam is bigger than Don	Don_2_false_affirm.wav
159.716	10.265	2_true_affirm	1.0	1.4340000000000002	Don is faster than Max	Max is faster than Dee	Dee is faster than Sky	Don is faster than Sky	Don_3_true_affirm.wav
169.981	3.762	control	1.0	0.5429999999999999	n/a	n/a	n/a	n/a	n/a
173.743	3.2430000000000003	control	1.0	0.413	n/a	n/a	n/a	n/a	n/a
176.986	4.185	control	1.0	0.474	n/a	n/a	n/a	n/a	n/a
181.171	11.58	2_true_affirm	1.0	1.85	Joy is bigger than Gus	Gus is bigger than Ace	Ace is bigger than Kim	Joy is bigger than Kim	Joy_3_true_affirm.wav
192.75099999999998	10.974	2_true_affirm	1.0	1.649	Wes is older than Pam	Pam is older than Tim	Tim is older than Wes	Wes is older than Tim	Wes_2_true_affirm.wav
203.725	17.296	2_true_negate	0.0	n/a	Dan is slower than Van	Van is slower than Luz	Luz is slower than Bev	Luz is not slower than Dan	Dan_2_true_negate.wav
221.021	16.679000000000002	2_true_negate	0.0	n/a	Ron is smaller than Sam	Sam is smaller than Ace	Ace is smaller than Joe	Ace is not smaller than Ron	Ron_2_true_negate.wav
237.7	11.966	2_false_negate	1.0	3.07	Tim is faster than Eve	Eve is faster than Fay	Fay is faster than Sam	Tim is not faster than Sam	Tim_3_false_negate.wav
249.666	12.884	2_true_affirm	1.0	3.655	Bud is slower than Joe	Joe is slower than Liz	Liz is slower than Rex	Bud is slower than Rex	Bud_3_true_affirm.wav
