onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	11.584000000000001	2_true_affirm	1.0	1.867	All trabs are fast	All fast things are brown	Abe is a trab	Abe is fast	TRAB_2_true_affirm.wav
11.584000000000001	11.045	3_true_affirm	1.0	1.3530000000000002	All hofs are black	All black things are fast	Doc is a hof	Doc is fast	HOF_3_true_affirm.wav
22.629	10.374	3_true_affirm	1.0	1.068	All jasps are small	All small things are blue	Jen is a jasp	Jen is blue	JASP_3_true_affirm.wav
33.003	10.279000000000002	2_true_affirm	1.0	0.958	All nasps are young	All young things are red	Wes is a nasp	Wes is young 	NASP_2_true_affirm.wav
43.282	11.208	3_true_negate	1.0	1.496	All drups are white	All white things are young	Moe is not white	Moe is not a drup	DRUP_3_true_negate.wav
54.49	12.103	2_false_negate	0.0	3.198	All goms are black	All black things are fast	Max is not a gom	Max is not black	GOM_2_false_negate.wav
66.593	11.806	3_false_affirm	1.0	2.96	All gofs are red	All red things are small	Ned is not small	Ned is a gof	GOF_3_false_affirm.wav
78.399	3.484	control	1.0	0.605	n/a	n/a	n/a	n/a	n/a
81.883	10.625	2_true_negate	1.0	1.3780000000000001	All dreefs are red	All red things are short	Eve is not red	Eve is not a dreef	DREEF_2_true_negate.wav
92.508	3.3930000000000002	control	1.0	0.57	n/a	n/a	n/a	n/a	n/a
95.90100000000001	4.08	control	1.0	0.4	n/a	n/a	n/a	n/a	n/a
99.98100000000001	10.376	2_false_affirm	1.0	1.068	All karns are big	All big things are brown	Nat is not big	Nat is a karn	KARN_2_false_affirm.wav
110.35700000000001	10.34	3_true_affirm	1.0	1.033	All larns are white	All white things are tall	Bud is a larn	Bud is tall	LARN_3_true_affirm.wav
120.697	11.017000000000001	3_false_negate	0.0	1.3219999999999998	All gorns are blue	All blue things are fast	Cam is not a gorn	Cam is not fast 	GORN_3_false_negate.wav
131.714	9.937999999999999	2_true_affirm	1.0	1.022	All blons are pink	All pink things are young	Ken is a blon	Ken is pink  	BLON_2_true_affirm.wav
141.65200000000002	9.949	3_true_affirm	1.0	1.095	All keefs are white	All white things are small	Jay is a keef	Jay is small	KEEF_3_true_affirm.wav
151.601	3.36	control	1.0	0.537	n/a	n/a	n/a	n/a	n/a
154.961	3.6910000000000003	control	1.0	0.39799999999999996	n/a	n/a	n/a	n/a	n/a
158.65200000000002	10.452	3_false_affirm	1.0	1.2109999999999999	All rabs are old	All old things are blue	Sam is not blue	Sam is a rab	RAB_3_false_affirm.wav
169.104	3.5269999999999997	control	1.0	0.316	n/a	n/a	n/a	n/a	n/a
172.63099999999997	3.611	control	1.0	0.373	n/a	n/a	n/a	n/a	n/a
176.24200000000002	4.112	control	1.0	0.41100000000000003	n/a	n/a	n/a	n/a	n/a
180.354	11.09	3_true_affirm	1.0	2.182	All puds are red	All red things are old	Roy is a pud	Roy is old 	PUD_3_true_affirm.wav
191.44400000000002	11.261	2_true_affirm	1.0	1.55	All nogs are young 	All young things are black	Rob is a nog	Rob is young	NOG_2_true_affirm.wav
202.705	11.165999999999999	2_true_negate	1.0	1.508	All babs are slow	All slow things are blue	Joe is not slow	Joe is not a bab	BAB_2_true_negate.wav
213.87099999999998	4.175	control	1.0	0.486	n/a	n/a	n/a	n/a	n/a
218.046	11.23	2_false_negate	1.0	2.3819999999999997	All sarns are old	All old things are white	Flo is a sarn	Flo is not old	SARN_2_false_negate.wav
