onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	11.968	2_true_affirm	1.0	2.2359999999999998	All trabs are fast	All fast things are brown	Abe is a trab	Abe is fast	TRAB_2_true_affirm.wav
11.968	11.672	3_true_affirm	1.0	1.959	All hofs are black	All black things are fast	Doc is a hof	Doc is fast	HOF_3_true_affirm.wav
23.64	12.853	3_true_affirm	1.0	3.55	All jasps are small	All small things are blue	Jen is a jasp	Jen is blue	JASP_3_true_affirm.wav
36.493	11.842	2_true_affirm	1.0	2.515	All nasps are young	All young things are red	Wes is a nasp	Wes is young 	NASP_2_true_affirm.wav
48.335	12.185	3_true_negate	1.0	2.49	All drups are white	All white things are young	Moe is not white	Moe is not a drup	DRUP_3_true_negate.wav
60.52	10.65	2_false_negate	0.0	1.71	All goms are black	All black things are fast	Max is not a gom	Max is not black	GOM_2_false_negate.wav
71.17	11.802	3_false_affirm	1.0	2.9589999999999996	All gofs are red	All red things are small	Ned is not small	Ned is a gof	GOF_3_false_affirm.wav
82.97200000000001	3.888	control	1.0	0.995	n/a	n/a	n/a	n/a	n/a
86.86	11.425	2_true_negate	1.0	2.167	All dreefs are red	All red things are short	Eve is not red	Eve is not a dreef	DREEF_2_true_negate.wav
98.285	3.5610000000000004	control	1.0	0.727	n/a	n/a	n/a	n/a	n/a
101.846	4.365	control	1.0	0.6509999999999999	n/a	n/a	n/a	n/a	n/a
106.211	10.952	2_false_affirm	1.0	1.646	All karns are big	All big things are brown	Nat is not big	Nat is a karn	KARN_2_false_affirm.wav
117.163	10.665999999999999	3_true_affirm	1.0	1.359	All larns are white	All white things are tall	Bud is a larn	Bud is tall	LARN_3_true_affirm.wav
127.829	17.723	3_false_negate	0.0	n/a	All gorns are blue	All blue things are fast	Cam is not a gorn	Cam is not fast 	GORN_3_false_negate.wav
145.55200000000002	10.782	2_true_affirm	1.0	1.876	All blons are pink	All pink things are young	Ken is a blon	Ken is pink  	BLON_2_true_affirm.wav
156.334	11.175	3_true_affirm	1.0	2.33	All keefs are white	All white things are small	Jay is a keef	Jay is small	KEEF_3_true_affirm.wav
167.50900000000001	3.227	control	1.0	0.41	n/a	n/a	n/a	n/a	n/a
170.736	3.8510000000000004	control	1.0	0.531	n/a	n/a	n/a	n/a	n/a
174.58700000000002	10.626	3_false_affirm	1.0	1.3559999999999999	All rabs are old	All old things are blue	Sam is not blue	Sam is a rab	RAB_3_false_affirm.wav
185.213	6.419	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
191.632	5.082	control	1.0	1.837	n/a	n/a	n/a	n/a	n/a
196.71400000000003	4.166	control	1.0	0.465	n/a	n/a	n/a	n/a	n/a
200.88	11.492	3_true_affirm	1.0	2.608	All puds are red	All red things are old	Roy is a pud	Roy is old 	PUD_3_true_affirm.wav
212.372	11.67	2_true_affirm	1.0	1.954	All nogs are young 	All young things are black	Rob is a nog	Rob is young	NOG_2_true_affirm.wav
224.042	10.936	2_true_negate	1.0	1.28	All babs are slow	All slow things are blue	Joe is not slow	Joe is not a bab	BAB_2_true_negate.wav
234.97799999999998	7.271	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
242.24900000000002	10.993	2_false_negate	1.0	2.155	All sarns are old	All old things are white	Flo is a sarn	Flo is not old	SARN_2_false_negate.wav
