onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	9.95	2_true_affirm	1.0	1.043	All progs are slow	All slow things are black	Gus is a prog 	Gus is slow	PROG_2_true_affirm.wav
9.95	10.123	3_true_affirm	1.0	0.802	All mogs are short	All short things are red	Pam is a mog	Pam is red	MOG_3_true_affirm.wav
20.073	10.583	3_false_negate	1.0	1.264	All smods are young	All young things are pink	Lex is a smod	Lex is not pink 	SMOD_3_false_negate.wav
30.656	11.591	2_false_affirm	0.0	1.844	All mods are pink	All pink things are tall	Jon is pink	Jon is a mod	MOD_2_false_affirm.wav
42.247	10.725	3_false_affirm	1.0	1.876	All plods are black	All black things are short	Tom is short	Tom is a plod 	PLOD_3_false_affirm.wav
52.972	4.467	control	1.0	0.757	n/a	n/a	n/a	n/a	n/a
57.43899999999999	9.833	3_true_affirm	1.0	0.938	All geds are big	All big things are brown	Lou is a ged	Lou is brown 	GED_3_true_affirm.wav
67.27199999999999	10.582	3_true_affirm	1.0	0.856	All peefs are blue	All blue things are big	Lee is a peef	Lee is big	PEEF_3_true_affirm.wav
77.854	12.331	3_true_negate	0.0	2.593	All rogs are green	All green things are tall	Mac is not tall	Mac is not a rog	ROG_3_true_negate.wav
90.185	11.968	3_false_negate	0.0	2.318	All brubs are green	All green things are old	Tim is not a brub	Tim is not old 	BRUB_3_false_negate.wav
102.15299999999999	4.154	control	1.0	0.852	n/a	n/a	n/a	n/a	n/a
106.307	10.54	2_true_affirm	1.0	1.284	All nufs are fast	All fast things are blue	Jef is a nuf	Jef is fast 	NUF_2_true_affirm.wav
116.84700000000001	4.12	control	1.0	0.8320000000000001	n/a	n/a	n/a	n/a	n/a
120.96700000000001	10.792	3_true_negate	1.0	1.547	All slofs are red	All red things are slow	Liz is not slow	Liz is not a slof	SLOF_3_true_negate.wav
131.759	3.477	control	1.0	0.6579999999999999	n/a	n/a	n/a	n/a	n/a
135.236	4.263	control	1.0	0.622	n/a	n/a	n/a	n/a	n/a
139.499	4.186	control	1.0	0.505	n/a	n/a	n/a	n/a	n/a
143.685	10.727	2_true_affirm	1.0	1.001	All zods are brown	All brown things are old	Kim is a zod	Kim is brown	ZOD_2_true_affirm.wav
154.412	10.574000000000002	2_true_affirm	1.0	0.851	All glums are green	All green things are slow	Lin is a glum	Lin is green 	GLUM_2_true_affirm.wav
164.986	9.936	2_true_negate	1.0	1.094	All grods are tall	All tall things are green	Rex is not tall	Rex is not a grod	GROD_2_true_negate.wav
174.922	4.002	control	1.0	0.7040000000000001	n/a	n/a	n/a	n/a	n/a
178.924	10.122	3_true_affirm	1.0	0.787	All gluds are brown	All brown things are tall	Edd is a glud	Edd is tall 	GLUD_3_true_affirm.wav
189.046	9.965	2_false_affirm	1.0	1.115	All gufs are blue	All blue things are fast	Ben is not blue	Ben is a guf	GUF_2_false_affirm.wav
199.011	3.665	control	1.0	0.755	n/a	n/a	n/a	n/a	n/a
202.676	9.692	2_true_affirm	1.0	0.8059999999999999	All mabs are white	All white things are tall	Ace is a mab	Ace is white	MAB_2_true_affirm.wav
212.368	10.213	2_false_negate	1.0	0.976	All pleefs are blue	All blue things are tall	Fay is a pleef	Fay is not blue	PLEEF_2_false_negate.wav
222.581	3.603	control	1.0	0.78	n/a	n/a	n/a	n/a	n/a
