onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	10.092	2_true_affirm	1.0	1.176	All progs are slow	All slow things are black	Gus is a prog 	Gus is slow	PROG_2_true_affirm.wav
10.092	11.175	3_true_affirm	1.0	1.8519999999999999	All mogs are short	All short things are red	Pam is a mog	Pam is red	MOG_3_true_affirm.wav
21.267	11.217	3_false_negate	1.0	1.8980000000000001	All smods are young	All young things are pink	Lex is a smod	Lex is not pink 	SMOD_3_false_negate.wav
32.484	12.025	2_false_affirm	0.0	2.332	All mods are pink	All pink things are tall	Jon is pink	Jon is a mod	MOD_2_false_affirm.wav
44.50899999999999	9.96	3_false_affirm	0.0	1.133	All plods are black	All black things are short	Tom is short	Tom is a plod 	PLOD_3_false_affirm.wav
54.468999999999994	4.156000000000001	control	1.0	0.456	n/a	n/a	n/a	n/a	n/a
58.625	9.924	3_true_affirm	1.0	1.02	All geds are big	All big things are brown	Lou is a ged	Lou is brown 	GED_3_true_affirm.wav
68.54899999999999	10.84	3_true_affirm	1.0	1.112	All peefs are blue	All blue things are big	Lee is a peef	Lee is big	PEEF_3_true_affirm.wav
79.389	11.555	3_true_negate	1.0	1.859	All rogs are green	All green things are tall	Mac is not tall	Mac is not a rog	ROG_3_true_negate.wav
90.944	12.237	3_false_negate	0.0	2.589	All brubs are green	All green things are old	Tim is not a brub	Tim is not old 	BRUB_3_false_negate.wav
103.181	3.742	control	1.0	0.467	n/a	n/a	n/a	n/a	n/a
106.92299999999999	10.969000000000001	2_true_affirm	1.0	1.71	All nufs are fast	All fast things are blue	Jef is a nuf	Jef is fast 	NUF_2_true_affirm.wav
117.89200000000001	3.867	control	1.0	0.57	n/a	n/a	n/a	n/a	n/a
121.759	11.261	3_true_negate	1.0	2.004	All slofs are red	All red things are slow	Liz is not slow	Liz is not a slof	SLOF_3_true_negate.wav
133.02	3.2939999999999996	control	1.0	0.46	n/a	n/a	n/a	n/a	n/a
136.314	3.995	control	1.0	0.366	n/a	n/a	n/a	n/a	n/a
140.309	4.084	control	1.0	0.39799999999999996	n/a	n/a	n/a	n/a	n/a
144.393	11.579	2_true_affirm	1.0	1.8459999999999999	All zods are brown	All brown things are old	Kim is a zod	Kim is brown	ZOD_2_true_affirm.wav
155.972	11.042	2_true_affirm	1.0	1.3359999999999999	All glums are green	All green things are slow	Lin is a glum	Lin is green 	GLUM_2_true_affirm.wav
167.014	11.058	2_true_negate	1.0	2.2030000000000003	All grods are tall	All tall things are green	Rex is not tall	Rex is not a grod	GROD_2_true_negate.wav
178.072	3.8310000000000004	control	1.0	0.551	n/a	n/a	n/a	n/a	n/a
181.903	10.974	3_true_affirm	1.0	1.665	All gluds are brown	All brown things are tall	Edd is a glud	Edd is tall 	GLUD_3_true_affirm.wav
192.877	10.404000000000002	2_false_affirm	1.0	1.558	All gufs are blue	All blue things are fast	Ben is not blue	Ben is a guf	GUF_2_false_affirm.wav
203.28099999999998	3.56	control	1.0	0.685	n/a	n/a	n/a	n/a	n/a
206.84099999999998	10.325999999999999	2_true_affirm	1.0	1.4069999999999998	All mabs are white	All white things are tall	Ace is a mab	Ace is white	MAB_2_true_affirm.wav
217.167	11.991	2_false_negate	1.0	2.7510000000000003	All pleefs are blue	All blue things are tall	Fay is a pleef	Fay is not blue	PLEEF_2_false_negate.wav
229.158	3.318	control	1.0	0.508	n/a	n/a	n/a	n/a	n/a
