onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	10.843	2_true_negate	1.0	1.592	Fay is taller than Lou	Lou is taller than Ann	Ann is taller than Red	Red is not taller than Fay	Fay_3_true_negate.wav
10.843	7.295	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
18.138	11.458	2_true_affirm	1.0	1.722	Flo is faster than Ken	Ken is faster than Van	Van is faster than Pam	Flo is faster than Van	Flo_2_true_affirm.wav
29.596	11.537	2_false_negate	1.0	1.88	Dot is older than Emm	Emm is older than Lug	Lug is older than Gil	Dot is not older than Gil 	Dot_3_false_negate.wav
41.133	5.672999999999999	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
46.806	11.194	2_false_negate	1.0	2.283	Gil is older than Cam	Cam is older than Jen	Jen is older than Ebb	Gil is not older than Jen	Gil_2_false_negate.wav
58.0	10.402	2_false_affirm	1.0	1.509	Joy is taller than Ken	Ken is taller than Wes	Wes is taller than Lee	Wes is taller than Joy	Joy_2_false_affirm.wav
68.402	11.1	2_true_affirm	1.0	2.191	Lin is shorter than May	May is shorter than Roy	Roy is shorter than Jef	Lin is shorter than Roy	Lin_2_true_affirm.wav
79.502	11.615	2_true_affirm	1.0	1.92	Mal is younger than Sol	Sol is younger than Red	Red is younger than Lee	Mal is younger than Red	Mal_2_true_affirm.wav
91.117	10.937	2_true_affirm	1.0	1.646	Jen is faster than Lou	Lou is faster than Rob	Rob is faster than Fin	Jen is faster than Rob	Jen_2_true_affirm.wav
102.054	10.919	2_true_affirm	1.0	1.6	Kai is bigger than Rey	Rey is bigger than Lon	Lon is bigger than Sal	Kai is bigger than Sal 	Kai_3_true_affirm.wav
112.973	13.458	2_false_negate	1.0	3.766	Mac is older than Flo	Flo is older than Ray	Edd is older than Mac	Mac is not older than Ray	Mac_2_false_negate.wav
126.431	11.224	2_true_affirm	1.0	1.58	Ken is younger than Gil	Gil is younger than Bab	Bab is younger than Ell	Ken is younger than Ell 	Ken_3_true_affirm.wav
137.655	6.472	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
144.127	11.799	2_false_affirm	1.0	2.152	Ike is shorter than Bob	Bob is shorter than Jon	Jon is shorter than Lex	Lex is shorter than Ike	Ike_3_false_affirm.wav
155.92600000000004	6.42	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
162.346	5.6160000000000005	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
167.96200000000005	7.222	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
175.18400000000003	7.286	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
182.47	10.543	2_true_affirm	1.0	1.238	Cam is smaller than Ike	Ike is smaller than Bob	Bob is smaller than Doc	Cam is smaller than Doc	Cam_3_true_affirm.wav
193.013	10.844	2_false_affirm	1.0	1.94	Moe is younger than Liz	Liz is younger than Gus	Gus is younger than Ben	Ben is younger than Moe	Moe_3_false_affirm.wav
203.857	11.313	2_true_negate	1.0	2.07	Jep is shorter than Lon	Lon is shorter than Nat	Nat is shorter than Ace 	Ace is not shorter than Jep	Jep_3_true_negate.wav
215.17	5.674	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
220.844	11.36	2_true_negate	1.0	2.097	Fil is faster than Luk	Luk is faster than Dan	Dan is faster than Ace	Dan is not faster than Fil	Fil_2_true_negate.wav
232.204	6.479	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
238.683	10.535	2_true_affirm	1.0	1.625	Dre is taller than Kay	Kay is taller than Lug	Lug is taller than Joi	Dre is taller than Joi	Dre_3_true_affirm.wav
249.218	10.661	2_true_affirm	1.0	1.82	Don is slower than Jan	Jan is slower than Val	Val is slower than Mac	Don is slower than Val	Don_2_true_affirm2.wav
