onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	10.682	2_true_affirm	1.0	0.966	All trabs are fast	All fast things are brown	Abe is a trab	Abe is fast	TRAB_2_true_affirm.wav
10.682	10.569	3_true_affirm	1.0	0.836	All hofs are black	All black things are fast	Doc is a hof	Doc is fast	HOF_3_true_affirm.wav
21.250999999999998	10.323	3_true_affirm	1.0	1.022	All jasps are small	All small things are blue	Jen is a jasp	Jen is blue	JASP_3_true_affirm.wav
31.574	10.229	2_true_affirm	1.0	0.9209999999999999	All nasps are young	All young things are red	Wes is a nasp	Wes is young 	NASP_2_true_affirm.wav
41.803000000000004	11.609000000000002	3_true_negate	0.0	1.891	All drups are white	All white things are young	Moe is not white	Moe is not a drup	DRUP_3_true_negate.wav
53.412	10.892000000000001	2_false_negate	0.0	1.973	All goms are black	All black things are fast	Max is not a gom	Max is not black	GOM_2_false_negate.wav
64.304	10.675999999999998	3_false_affirm	1.0	1.8119999999999998	All gofs are red	All red things are small	Ned is not small	Ned is a gof	GOF_3_false_affirm.wav
74.98	5.682	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
80.66199999999999	10.232000000000001	2_true_negate	1.0	0.982	All dreefs are red	All red things are short	Eve is not red	Eve is not a dreef	DREEF_2_true_negate.wav
90.89399999999999	5.617000000000001	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
96.51100000000001	7.277	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
103.788	11.436	2_false_affirm	1.0	2.119	All karns are big	All big things are brown	Nat is not big	Nat is a karn	KARN_2_false_affirm.wav
115.22399999999999	10.382	3_true_affirm	1.0	1.061	All larns are white	All white things are tall	Bud is a larn	Bud is tall	LARN_3_true_affirm.wav
125.60600000000001	11.960999999999999	3_false_negate	1.0	2.2569999999999997	All gorns are blue	All blue things are fast	Cam is not a gorn	Cam is not fast 	GORN_3_false_negate.wav
137.567	9.796	2_true_affirm	1.0	0.8809999999999999	All blons are pink	All pink things are young	Ken is a blon	Ken is pink  	BLON_2_true_affirm.wav
147.363	10.046	3_true_affirm	1.0	1.207	All keefs are white	All white things are small	Jay is a keef	Jay is small	KEEF_3_true_affirm.wav
157.409	5.617000000000001	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
163.026	6.489	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
169.515	12.0	3_false_affirm	1.0	2.761	All rabs are old	All old things are blue	Sam is not blue	Sam is a rab	RAB_3_false_affirm.wav
181.515	6.419	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
187.93400000000003	6.419	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
194.35299999999998	7.2860000000000005	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
201.639	9.854	3_true_affirm	1.0	0.9390000000000001	All puds are red	All red things are old	Roy is a pud	Roy is old 	PUD_3_true_affirm.wav
211.493	10.775	2_true_affirm	1.0	1.069	All nogs are young 	All young things are black	Rob is a nog	Rob is young	NOG_2_true_affirm.wav
222.268	11.353	2_true_negate	1.0	1.7109999999999999	All babs are slow	All slow things are blue	Joe is not slow	Joe is not a bab	BAB_2_true_negate.wav
233.62099999999998	7.281000000000001	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
240.90200000000002	9.995	2_false_negate	1.0	1.157	All sarns are old	All old things are white	Flo is a sarn	Flo is not old	SARN_2_false_negate.wav
