onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	13.093	2_false_affirm	0.0	4.196000000000001	Ned is slower than Max	Max is slower than Sam	Sam is slower than Rob	Sam is slower than Ned	Ned_2_false_affirm.wav
13.093	17.230999999999998	2_false_affirm	0.0	n/a	Nat is smaller than Rex	Rex is smaller than Bud	Bud is smaller than Doc	Doc is smaller than Nat	Nat_3_false_affirm.wav
30.324	4.585	control	1.0	1.298	n/a	n/a	n/a	n/a	n/a
34.909	11.482999999999999	2_true_affirm	1.0	2.59	Abe is taller than Ben	Ben is taller than Edd	Edd is taller than Fay	Abe is taller than Edd	Abe_2_true_affirm.wav
46.391999999999996	15.540999999999999	2_true_negate	0.0	5.84	Tai is shorter than Rex	Rex is shorter than Van	Van is shorter than Sol	Sol is not shorter than Tai	Tai_3_true_negate.wav
61.933	11.855	2_true_affirm	1.0	3.0060000000000002	Lex is shorter than Jon	Jon is shorter than Moe	Moe is shorter than Nat	Lex is shorter than Nat	Lex_3_true_affirm.wav
73.788	3.762	control	1.0	0.863	n/a	n/a	n/a	n/a	n/a
77.55	12.186	2_true_affirm	1.0	2.551	Don is younger than Lee	Lee is younger than Mac	Mac is younger than Tom	Don is younger than Mac	Don_2_true_affirm.wav
89.736	5.215	control	1.0	1.589	n/a	n/a	n/a	n/a	n/a
94.95100000000001	6.472	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
101.42299999999999	14.772	2_false_negate	0.0	5.064	Bee is younger than Ted	Ted is younger than Rae	Rae is younger than Jon	Bee is not younger than Jon	Bee_3_false_negate.wav
116.195	10.953	2_true_affirm	1.0	1.286	Ebb is bigger than Pit	Pit is bigger than Ann	Ann is bigger than Ebb	Ebb is bigger than Ann	Ebb_2_true_affirm.wav
127.148	4.33	control	1.0	0.653	n/a	n/a	n/a	n/a	n/a
131.47799999999998	13.790999999999999	2_true_affirm	1.0	4.544	Jep is older than Nan	Nan is older than Lem	Lem is older than Sue	Jep is older than Sue	Jep_3_true_affirm.wav
145.269	3.3710000000000004	control	1.0	0.503	n/a	n/a	n/a	n/a	n/a
148.64	11.288	2_false_negate	1.0	1.9880000000000002	Dre is faster than Sue	Sue is faster than Ike	Ike is faster than Don	Dre is not faster than Ike	Dre_2_false_negate.wav
159.928	11.922	2_false_affirm	1.0	3.011	Don is bigger than Abe	Abe is bigger than Pam	Pam is bigger than Rex	Pam is bigger than Don	Don_2_false_affirm.wav
171.85	10.965	2_true_affirm	1.0	2.1109999999999998	Don is faster than Max	Max is faster than Dee	Dee is faster than Sky	Don is faster than Sky	Don_3_true_affirm.wav
182.815	3.878	control	1.0	0.649	n/a	n/a	n/a	n/a	n/a
186.69299999999998	3.377	control	1.0	0.5529999999999999	n/a	n/a	n/a	n/a	n/a
190.07	4.086	control	1.0	0.39399999999999996	n/a	n/a	n/a	n/a	n/a
194.15599999999998	11.011	2_true_affirm	1.0	1.306	Joy is bigger than Gus	Gus is bigger than Ace	Ace is bigger than Kim	Joy is bigger than Kim	Joy_3_true_affirm.wav
205.167	11.825999999999999	2_true_affirm	1.0	2.524	Wes is older than Pam	Pam is older than Tim	Tim is older than Wes	Wes is older than Tim	Wes_2_true_affirm.wav
216.993	13.622	2_true_negate	1.0	4.321000000000001	Dan is slower than Van	Van is slower than Luz	Luz is slower than Bev	Luz is not slower than Dan	Dan_2_true_negate.wav
230.615	13.437999999999999	2_true_negate	1.0	4.73	Ron is smaller than Sam	Sam is smaller than Ace	Ace is smaller than Joe	Ace is not smaller than Ron	Ron_2_true_negate.wav
244.053	11.341	2_false_negate	1.0	2.416	Tim is faster than Eve	Eve is faster than Fay	Fay is faster than Sam	Tim is not faster than Sam	Tim_3_false_negate.wav
255.394	12.950999999999999	2_true_affirm	1.0	3.715	Bud is slower than Joe	Joe is slower than Liz	Liz is slower than Rex	Bud is slower than Rex	Bud_3_true_affirm.wav
