onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	12.582	2_false_affirm	0.0	3.6660000000000004	Ned is slower than Max	Max is slower than Sam	Sam is slower than Rob	Sam is slower than Ned	Ned_2_false_affirm.wav
12.582	11.384	2_false_affirm	0.0	2.14	Nat is smaller than Rex	Rex is smaller than Bud	Bud is smaller than Doc	Doc is smaller than Nat	Nat_3_false_affirm.wav
23.965999999999998	3.9760000000000004	control	1.0	0.705	n/a	n/a	n/a	n/a	n/a
27.941999999999997	10.84	2_true_affirm	1.0	1.944	Abe is taller than Ben	Ben is taller than Edd	Edd is taller than Fay	Abe is taller than Edd	Abe_2_true_affirm.wav
38.782	11.618	2_true_negate	0.0	1.883	Tai is shorter than Rex	Rex is shorter than Van	Van is shorter than Sol	Sol is not shorter than Tai	Tai_3_true_negate.wav
50.4	16.845	2_true_affirm	0.0	n/a	Lex is shorter than Jon	Jon is shorter than Moe	Moe is shorter than Nat	Lex is shorter than Nat	Lex_3_true_affirm.wav
67.245	3.748	control	1.0	0.8640000000000001	n/a	n/a	n/a	n/a	n/a
70.993	14.139000000000001	2_true_affirm	1.0	4.502	Don is younger than Lee	Lee is younger than Mac	Mac is younger than Tom	Don is younger than Mac	Don_2_true_affirm.wav
85.132	4.414	control	1.0	0.767	n/a	n/a	n/a	n/a	n/a
89.546	3.818	control	1.0	0.531	n/a	n/a	n/a	n/a	n/a
93.36399999999999	11.856	2_false_negate	1.0	2.146	Bee is younger than Ted	Ted is younger than Rae	Rae is younger than Jon	Bee is not younger than Jon	Bee_3_false_negate.wav
105.22	14.065	2_true_affirm	0.0	4.41	Ebb is bigger than Pit	Pit is bigger than Ann	Ann is bigger than Ebb	Ebb is bigger than Ann	Ebb_2_true_affirm.wav
119.285	4.291	control	1.0	0.62	n/a	n/a	n/a	n/a	n/a
123.57600000000001	13.495999999999999	2_true_affirm	1.0	4.26	Jep is older than Nan	Nan is older than Lem	Lem is older than Sue	Jep is older than Sue	Jep_3_true_affirm.wav
137.072	3.435	control	1.0	0.519	n/a	n/a	n/a	n/a	n/a
140.507	15.144	2_false_negate	1.0	5.82	Dre is faster than Sue	Sue is faster than Ike	Ike is faster than Don	Dre is not faster than Ike	Dre_2_false_negate.wav
155.651	13.975999999999999	2_false_affirm	0.0	5.05	Don is bigger than Abe	Abe is bigger than Pam	Pam is bigger than Rex	Pam is bigger than Don	Don_2_false_affirm.wav
169.627	12.312000000000001	2_true_affirm	0.0	3.449	Don is faster than Max	Max is faster than Dee	Dee is faster than Sky	Don is faster than Sky	Don_3_true_affirm.wav
181.93900000000002	3.8789999999999996	control	1.0	0.6579999999999999	n/a	n/a	n/a	n/a	n/a
185.81799999999998	3.2260000000000004	control	1.0	0.41700000000000004	n/a	n/a	n/a	n/a	n/a
189.044	4.199	control	1.0	0.501	n/a	n/a	n/a	n/a	n/a
193.243	14.004000000000001	2_true_affirm	1.0	4.308	Joy is bigger than Gus	Gus is bigger than Ace	Ace is bigger than Kim	Joy is bigger than Kim	Joy_3_true_affirm.wav
207.247	13.955	2_true_affirm	0.0	4.65	Wes is older than Pam	Pam is older than Tim	Tim is older than Wes	Wes is older than Tim	Wes_2_true_affirm.wav
221.202	13.370999999999999	2_true_negate	0.0	4.075	Dan is slower than Van	Van is slower than Luz	Luz is slower than Bev	Luz is not slower than Dan	Dan_2_true_negate.wav
234.57299999999998	13.09	2_true_negate	1.0	4.378	Ron is smaller than Sam	Sam is smaller than Ace	Ace is smaller than Joe	Ace is not smaller than Ron	Ron_2_true_negate.wav
247.66299999999998	11.004000000000001	2_false_negate	1.0	2.097	Tim is faster than Eve	Eve is faster than Fay	Fay is faster than Sam	Tim is not faster than Sam	Tim_3_false_negate.wav
258.66700000000003	12.765	2_true_affirm	1.0	3.53	Bud is slower than Joe	Joe is slower than Liz	Liz is slower than Rex	Bud is slower than Rex	Bud_3_true_affirm.wav
