onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	10.855	2_false_affirm	1.0	1.969	Ned is slower than Max	Max is slower than Sam	Sam is slower than Rob	Sam is slower than Ned	Ned_2_false_affirm.wav
10.855	11.079	2_false_affirm	1.0	1.8530000000000002	Nat is smaller than Rex	Rex is smaller than Bud	Bud is smaller than Doc	Doc is smaller than Nat	Nat_3_false_affirm.wav
21.934	3.562	control	1.0	0.29	n/a	n/a	n/a	n/a	n/a
25.496	10.373	2_true_affirm	1.0	1.4669999999999999	Abe is taller than Ben	Ben is taller than Edd	Edd is taller than Fay	Abe is taller than Edd	Abe_2_true_affirm.wav
35.869	13.427999999999999	2_true_negate	0.0	3.71	Tai is shorter than Rex	Rex is shorter than Van	Van is shorter than Sol	Sol is not shorter than Tai	Tai_3_true_negate.wav
49.297	10.918	2_true_affirm	1.0	2.084	Lex is shorter than Jon	Jon is shorter than Moe	Moe is shorter than Nat	Lex is shorter than Nat	Lex_3_true_affirm.wav
60.215	3.388	control	1.0	0.502	n/a	n/a	n/a	n/a	n/a
63.603	11.072000000000001	2_true_affirm	1.0	1.419	Don is younger than Lee	Lee is younger than Mac	Mac is younger than Tom	Don is younger than Mac	Don_2_true_affirm.wav
74.675	4.178999999999999	control	1.0	0.563	n/a	n/a	n/a	n/a	n/a
78.854	3.6689999999999996	control	1.0	0.371	n/a	n/a	n/a	n/a	n/a
82.523	11.857000000000001	2_false_negate	1.0	2.1430000000000002	Bee is younger than Ted	Ted is younger than Rae	Rae is younger than Jon	Bee is not younger than Jon	Bee_3_false_negate.wav
94.38	11.004000000000001	2_true_affirm	1.0	1.361	Ebb is bigger than Pit	Pit is bigger than Ann	Ann is bigger than Ebb	Ebb is bigger than Ann	Ebb_2_true_affirm.wav
105.384	4.154	control	1.0	0.483	n/a	n/a	n/a	n/a	n/a
109.538	10.505999999999998	2_true_affirm	1.0	1.2590000000000001	Jep is older than Nan	Nan is older than Lem	Lem is older than Sue	Jep is older than Sue	Jep_3_true_affirm.wav
120.044	3.1519999999999997	control	1.0	0.273	n/a	n/a	n/a	n/a	n/a
123.196	11.267000000000001	2_false_negate	1.0	1.942	Dre is faster than Sue	Sue is faster than Ike	Ike is faster than Don	Dre is not faster than Ike	Dre_2_false_negate.wav
134.463	10.234	2_false_affirm	1.0	1.321	Don is bigger than Abe	Abe is bigger than Pam	Pam is bigger than Rex	Pam is bigger than Don	Don_2_false_affirm.wav
144.697	9.901	2_true_affirm	1.0	1.057	Don is faster than Max	Max is faster than Dee	Dee is faster than Sky	Don is faster than Sky	Don_3_true_affirm.wav
154.59799999999998	3.6439999999999997	control	1.0	0.409	n/a	n/a	n/a	n/a	n/a
158.24200000000002	3.176	control	1.0	0.35200000000000004	n/a	n/a	n/a	n/a	n/a
161.418	3.998	control	1.0	0.317	n/a	n/a	n/a	n/a	n/a
165.416	10.88	2_true_affirm	1.0	1.193	Joy is bigger than Gus	Gus is bigger than Ace	Ace is bigger than Kim	Joy is bigger than Kim	Joy_3_true_affirm.wav
176.296	11.405999999999999	2_true_affirm	1.0	2.104	Wes is older than Pam	Pam is older than Tim	Tim is older than Wes	Wes is older than Tim	Wes_2_true_affirm.wav
187.702	11.618	2_true_negate	0.0	2.302	Dan is slower than Van	Van is slower than Luz	Luz is slower than Bev	Luz is not slower than Dan	Dan_2_true_negate.wav
199.32	10.942	2_true_negate	0.0	2.242	Ron is smaller than Sam	Sam is smaller than Ace	Ace is smaller than Joe	Ace is not smaller than Ron	Ron_2_true_negate.wav
210.262	11.155999999999999	2_false_negate	0.0	2.248	Tim is faster than Eve	Eve is faster than Fay	Fay is faster than Sam	Tim is not faster than Sam	Tim_3_false_negate.wav
221.418	11.722000000000001	2_true_affirm	1.0	2.494	Bud is slower than Joe	Joe is slower than Liz	Liz is slower than Rex	Bud is slower than Rex	Bud_3_true_affirm.wav
