onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	10.549000000000001	2_true_affirm	1.0	0.846	All trabs are fast	All fast things are brown	Abe is a trab	Abe is fast	TRAB_2_true_affirm.wav
10.549000000000001	10.769	3_true_affirm	1.0	1.053	All hofs are black	All black things are fast	Doc is a hof	Doc is fast	HOF_3_true_affirm.wav
21.318	10.265	3_true_affirm	1.0	0.971	All jasps are small	All small things are blue	Jen is a jasp	Jen is blue	JASP_3_true_affirm.wav
31.583000000000002	10.229	2_true_affirm	1.0	0.935	All nasps are young	All young things are red	Wes is a nasp	Wes is young 	NASP_2_true_affirm.wav
41.812	11.165999999999999	3_true_negate	1.0	1.472	All drups are white	All white things are young	Moe is not white	Moe is not a drup	DRUP_3_true_negate.wav
52.978	10.333	2_false_negate	1.0	1.4340000000000002	All goms are black	All black things are fast	Max is not a gom	Max is not black	GOM_2_false_negate.wav
63.31100000000001	9.942	3_false_affirm	1.0	1.08	All gofs are red	All red things are small	Ned is not small	Ned is a gof	GOF_3_false_affirm.wav
73.253	3.502	control	1.0	0.5920000000000001	n/a	n/a	n/a	n/a	n/a
76.755	10.255999999999998	2_true_negate	1.0	0.992	All dreefs are red	All red things are short	Eve is not red	Eve is not a dreef	DREEF_2_true_negate.wav
87.01100000000001	3.477	control	1.0	0.657	n/a	n/a	n/a	n/a	n/a
90.488	4.415	control	1.0	0.722	n/a	n/a	n/a	n/a	n/a
94.90299999999999	10.284	2_false_affirm	1.0	0.985	All karns are big	All big things are brown	Nat is not big	Nat is a karn	KARN_2_false_affirm.wav
105.18700000000001	10.247	3_true_affirm	1.0	0.9079999999999999	All larns are white	All white things are tall	Bud is a larn	Bud is tall	LARN_3_true_affirm.wav
115.434	11.419	3_false_negate	1.0	1.72	All gorns are blue	All blue things are fast	Cam is not a gorn	Cam is not fast 	GORN_3_false_negate.wav
126.853	9.612	2_true_affirm	1.0	0.682	All blons are pink	All pink things are young	Ken is a blon	Ken is pink  	BLON_2_true_affirm.wav
136.465	10.341	3_true_affirm	1.0	1.489	All keefs are white	All white things are small	Jay is a keef	Jay is small	KEEF_3_true_affirm.wav
146.806	3.46	control	1.0	0.629	n/a	n/a	n/a	n/a	n/a
150.266	3.7	control	1.0	0.4	n/a	n/a	n/a	n/a	n/a
153.966	10.075	3_false_affirm	1.0	0.8340000000000001	All rabs are old	All old things are blue	Sam is not blue	Sam is a rab	RAB_3_false_affirm.wav
164.041	3.678	control	1.0	0.446	n/a	n/a	n/a	n/a	n/a
167.71900000000002	3.677	control	1.0	0.43799999999999994	n/a	n/a	n/a	n/a	n/a
171.396	4.228	control	1.0	0.5429999999999999	n/a	n/a	n/a	n/a	n/a
175.62400000000002	9.687000000000001	3_true_affirm	1.0	0.7879999999999999	All puds are red	All red things are old	Roy is a pud	Roy is old 	PUD_3_true_affirm.wav
185.31099999999998	10.46	2_true_affirm	1.0	0.76	All nogs are young 	All young things are black	Rob is a nog	Rob is young	NOG_2_true_affirm.wav
195.771	11.499	2_true_negate	1.0	1.85	All babs are slow	All slow things are blue	Joe is not slow	Joe is not a bab	BAB_2_true_negate.wav
207.27	4.118	control	1.0	0.446	n/a	n/a	n/a	n/a	n/a
211.388	9.999	2_false_negate	1.0	1.155	All sarns are old	All old things are white	Flo is a sarn	Flo is not old	SARN_2_false_negate.wav
